id,co2,humidity,light,pir,temperature
1377299657,416.0,52.91,264.0,0.0,22.62
1377299659,416.0,52.91,264.0,0.0,22.62
1377299660,416.0,52.91,263.0,0.0,22.62
1377299662,419.0,52.91,263.0,0.0,22.62
1377299665,419.0,52.94,260.0,0.0,22.62
1377299667,415.0,52.94,260.0,0.0,22.62
1377299669,415.0,52.94,260.0,0.0,22.62
1377299670,415.0,52.91,261.0,0.0,22.61
1377299672,413.0,52.91,261.0,0.0,22.61
1377299675,413.0,52.91,262.0,0.0,22.61
1377299677,419.0,52.91,262.0,0.0,22.61
1377299679,419.0,52.91,262.0,0.0,22.61
1377299680,419.0,52.91,262.0,0.0,22.61
1377299682,416.0,52.91,262.0,0.0,22.61
1377299685,416.0,52.94,262.0,0.0,22.61
1377299687,411.0,52.94,262.0,0.0,22.61
1377299689,411.0,52.94,262.0,0.0,22.61
1377299690,411.0,52.91,263.0,0.0,22.61
1377299692,415.0,52.91,263.0,0.0,22.61
1377299695,415.0,52.94,263.0,0.0,22.61
1377299697,415.0,52.94,263.0,0.0,22.61
1377299699,415.0,52.94,263.0,0.0,22.61
1377299700,415.0,52.91,263.0,0.0,22.61
1377299702,406.0,52.91,263.0,0.0,22.61
1377299705,406.0,52.94,262.0,0.0,22.61
1377299707,415.0,52.94,262.0,0.0,22.61
1377299709,415.0,52.94,262.0,0.0,22.61
1377299710,415.0,52.91,262.0,0.0,22.61
1377299712,423.0,52.91,262.0,0.0,22.61
1377299715,423.0,52.94,263.0,0.0,22.62
1377299717,421.0,52.94,263.0,0.0,22.62
1377299719,421.0,52.94,263.0,0.0,22.62
1377299720,421.0,52.94,263.0,0.0,22.61
1377299722,425.0,52.94,263.0,0.0,22.61
1377299725,425.0,52.91,263.0,0.0,22.61
1377299727,419.0,52.91,263.0,0.0,22.61
1377299729,419.0,52.91,263.0,0.0,22.61
1377299730,419.0,52.91,263.0,0.0,22.6
1377299732,422.0,52.91,263.0,0.0,22.6
1377299735,422.0,52.94,263.0,0.0,22.62
1377299737,423.0,52.94,263.0,0.0,22.62
1377299739,423.0,52.94,263.0,0.0,22.62
1377299740,423.0,52.94,261.0,0.0,22.62
1377299742,435.0,52.94,261.0,0.0,22.62
1377299745,435.0,52.94,262.0,0.0,22.6
1377299747,438.0,52.94,262.0,0.0,22.6
1377299749,438.0,52.94,262.0,0.0,22.6
1377299750,438.0,52.91,261.0,0.0,22.61
1377299752,440.0,52.91,261.0,0.0,22.61
1377299755,440.0,52.94,262.0,0.0,22.61
1377299757,436.0,52.94,262.0,0.0,22.61
1377299759,436.0,52.94,262.0,0.0,22.61
1377299760,436.0,52.94,262.0,0.0,22.61
1377299762,427.0,52.94,262.0,0.0,22.61
1377299765,427.0,52.94,263.0,0.0,22.62
1377299767,435.0,52.94,263.0,0.0,22.62
1377299769,435.0,52.94,263.0,0.0,22.62
1377299770,435.0,52.94,263.0,0.0,22.62
1377299772,432.0,52.94,263.0,0.0,22.62
1377299775,432.0,52.94,262.0,0.0,22.61
1377299777,437.0,52.94,262.0,0.0,22.61
1377299779,437.0,52.94,262.0,0.0,22.61
1377299780,437.0,52.94,262.0,0.0,22.61
1377299782,436.0,52.94,262.0,0.0,22.61
1377299785,436.0,52.94,262.0,0.0,22.61
1377299787,437.0,52.94,262.0,0.0,22.61
1377299789,437.0,52.94,262.0,0.0,22.61
1377299790,437.0,52.94,263.0,0.0,22.61
1377299792,437.0,52.94,263.0,0.0,22.61
1377299795,437.0,52.94,262.0,0.0,22.61
1377299797,427.0,52.94,262.0,0.0,22.61
1377299799,427.0,52.94,262.0,0.0,22.61
1377299800,427.0,52.94,262.0,0.0,22.62
1377299802,431.0,52.94,262.0,0.0,22.62
1377299805,431.0,52.97,261.0,0.0,22.61
1377299807,427.0,52.97,261.0,0.0,22.61
1377299809,427.0,52.97,261.0,0.0,22.61
1377299810,427.0,52.94,262.0,0.0,22.61
1377299812,425.0,52.94,262.0,0.0,22.61
1377299815,425.0,52.94,262.0,0.0,22.62
1377299817,421.0,52.94,262.0,0.0,22.62
1377299819,421.0,52.94,262.0,0.0,22.62
1377299820,421.0,52.97,262.0,0.0,22.6
1377299822,414.0,52.97,262.0,0.0,22.6
1377299825,414.0,52.94,262.0,0.0,22.6
1377299827,408.0,52.94,262.0,0.0,22.6
1377299829,408.0,52.94,262.0,0.0,22.6
1377299830,408.0,52.94,261.0,0.0,22.61
1377299833,414.0,52.94,261.0,0.0,22.61
1377299835,414.0,52.94,262.0,0.0,22.62
1377299837,407.0,52.94,262.0,0.0,22.62
1377299839,407.0,52.94,262.0,0.0,22.62
1377299840,407.0,52.94,261.0,0.0,22.62
1377299842,418.0,52.94,261.0,0.0,22.62
1377299845,418.0,52.94,262.0,0.0,22.61
1377299847,419.0,52.94,262.0,0.0,22.61
1377299849,419.0,52.94,262.0,0.0,22.61
1377299850,419.0,52.94,262.0,0.0,22.62
1377299852,408.0,52.94,262.0,0.0,22.62
1377299855,408.0,52.94,262.0,0.0,22.6
1377299857,408.0,52.94,262.0,0.0,22.6
1377299859,408.0,52.94,262.0,0.0,22.6
1377299860,408.0,52.94,262.0,0.0,22.6
1377299862,397.0,52.94,262.0,0.0,22.6
1377299865,397.0,52.94,262.0,0.0,22.62
1377299867,401.0,52.94,262.0,0.0,22.62
1377299869,401.0,52.94,262.0,0.0,22.62
1377299870,401.0,52.94,262.0,0.0,22.62
1377299872,405.0,52.94,262.0,0.0,22.62
1377299875,405.0,52.94,262.0,0.0,22.62
1377299877,400.0,52.94,262.0,0.0,22.62
1377299879,400.0,52.94,262.0,0.0,22.62
1377299880,400.0,52.94,261.0,0.0,22.62
1377299882,407.0,52.94,261.0,0.0,22.62
1377299885,407.0,52.94,261.0,0.0,22.62
1377299887,409.0,52.94,261.0,0.0,22.62
1377299889,409.0,52.94,261.0,0.0,22.62
1377299890,409.0,52.97,262.0,0.0,22.62
1377299892,400.0,52.97,262.0,0.0,22.62
1377299895,400.0,52.97,262.0,0.0,22.62
1377299897,397.0,52.97,262.0,0.0,22.62
1377299899,397.0,52.97,262.0,0.0,22.62
1377299900,397.0,52.94,263.0,0.0,22.61
1377299902,391.0,52.94,263.0,0.0,22.61
1377299905,391.0,52.94,263.0,0.0,22.61
1377299907,390.0,52.94,263.0,0.0,22.61
1377299909,390.0,52.94,263.0,0.0,22.61
1377299910,390.0,52.97,262.0,0.0,22.61
1377299912,403.0,52.97,262.0,0.0,22.61
1377299915,403.0,52.94,263.0,0.0,22.62
1377299917,407.0,52.94,263.0,0.0,22.62
1377299919,407.0,52.94,263.0,0.0,22.62
1377299920,407.0,52.97,262.0,0.0,22.62
1377299923,421.0,52.97,262.0,0.0,22.62
1377299925,421.0,52.97,263.0,0.0,22.62
1377299927,424.0,52.97,263.0,0.0,22.62
1377299929,424.0,52.97,263.0,0.0,22.62
1377299930,424.0,52.97,263.0,0.0,22.62
1377299932,421.0,52.97,263.0,0.0,22.62
1377299935,421.0,52.97,263.0,0.0,22.61
1377299937,423.0,52.97,263.0,0.0,22.61
1377299939,423.0,52.97,263.0,0.0,22.61
1377299940,423.0,52.97,264.0,0.0,22.62
1377299942,425.0,52.97,264.0,0.0,22.62
1377299945,425.0,52.97,264.0,0.0,22.62
1377299947,430.0,52.97,264.0,0.0,22.62
1377299949,430.0,52.97,264.0,0.0,22.62
1377299950,430.0,52.97,263.0,0.0,22.61
1377299952,431.0,52.97,263.0,0.0,22.61
1377299955,431.0,52.97,264.0,0.0,22.61
1377299957,427.0,52.97,264.0,0.0,22.61
1377299959,427.0,52.97,264.0,0.0,22.61
1377299960,427.0,52.97,261.0,0.0,22.62
1377299962,432.0,52.97,261.0,0.0,22.62
1377299965,432.0,52.97,264.0,0.0,22.61
1377299967,434.0,52.97,264.0,0.0,22.61
1377299969,434.0,52.97,264.0,0.0,22.61
1377299970,434.0,52.94,263.0,0.0,22.61
1377299972,432.0,52.94,263.0,0.0,22.61
1377299975,432.0,52.97,264.0,0.0,22.62
1377299977,431.0,52.97,264.0,0.0,22.62
1377299979,431.0,52.97,264.0,0.0,22.62
1377299980,431.0,52.97,264.0,0.0,22.61
1377299982,431.0,52.97,264.0,0.0,22.61
1377299985,431.0,52.94,263.0,0.0,22.61
1377299987,427.0,52.94,263.0,0.0,22.61
1377299989,427.0,52.94,263.0,0.0,22.61
1377299990,427.0,52.94,262.0,0.0,22.62
1377299992,415.0,52.94,262.0,0.0,22.62
1377299995,415.0,52.97,262.0,0.0,22.62
1377299997,424.0,52.97,262.0,0.0,22.62
1377299999,424.0,52.97,262.0,0.0,22.62
1377300000,424.0,52.97,262.0,0.0,22.62
1377300002,424.0,52.97,262.0,0.0,22.62
1377300005,424.0,52.97,263.0,0.0,22.61
1377300007,419.0,52.97,263.0,0.0,22.61
1377300009,419.0,52.97,263.0,0.0,22.61
1377300010,419.0,52.97,263.0,0.0,22.62
1377300012,431.0,52.97,263.0,0.0,22.62
1377300015,431.0,52.97,264.0,0.0,22.62
1377300017,444.0,52.97,264.0,0.0,22.62
1377300019,444.0,52.97,264.0,0.0,22.62
1377300020,444.0,52.97,263.0,0.0,22.61
1377300022,443.0,52.97,263.0,0.0,22.61
1377300025,443.0,52.97,263.0,0.0,22.62
1377300027,431.0,52.97,263.0,0.0,22.62
1377300029,431.0,52.97,263.0,0.0,22.62
1377300030,431.0,52.94,263.0,0.0,22.62
1377300032,431.0,52.94,263.0,0.0,22.62
1377300035,431.0,52.97,262.0,0.0,22.62
1377300037,416.0,52.97,262.0,0.0,22.62
1377300039,416.0,52.97,262.0,0.0,22.62
1377300040,416.0,52.97,262.0,0.0,22.62
1377300042,402.0,52.97,262.0,0.0,22.62
1377300045,402.0,52.97,263.0,0.0,22.62
1377300047,409.0,52.97,263.0,0.0,22.62
1377300049,409.0,52.97,263.0,0.0,22.62
1377300050,409.0,52.97,263.0,0.0,22.62
1377300052,399.0,52.97,263.0,0.0,22.62
1377300055,399.0,52.97,263.0,0.0,22.62
1377300057,404.0,52.97,263.0,0.0,22.62
1377300059,404.0,52.97,263.0,0.0,22.62
1377300060,404.0,52.97,263.0,0.0,22.62
1377300062,404.0,52.97,263.0,0.0,22.62
1377300065,404.0,52.97,262.0,0.0,22.61
1377300067,399.0,52.97,262.0,0.0,22.61
1377300069,399.0,52.97,262.0,0.0,22.61
1377300070,399.0,52.97,262.0,0.0,22.62
1377300072,414.0,52.97,262.0,0.0,22.62
1377300075,414.0,52.97,262.0,0.0,22.62
1377300077,413.0,52.97,262.0,0.0,22.62
1377300079,413.0,52.97,262.0,0.0,22.62
1377300080,413.0,52.97,263.0,0.0,22.63
1377300082,415.0,52.97,263.0,0.0,22.63
1377300085,415.0,52.97,263.0,0.0,22.62
1377300087,419.0,52.97,263.0,0.0,22.62
1377300089,419.0,52.97,263.0,0.0,22.62
1377300090,419.0,52.97,264.0,0.0,22.62
1377300092,420.0,52.97,264.0,0.0,22.62
1377300095,420.0,52.97,263.0,0.0,22.61
1377300097,423.0,52.97,263.0,0.0,22.61
1377300099,423.0,52.97,263.0,0.0,22.61
1377300100,423.0,52.97,263.0,0.0,22.62
1377300102,422.0,52.97,263.0,0.0,22.62
1377300105,422.0,52.97,263.0,0.0,22.63
1377300107,428.0,52.97,263.0,0.0,22.63
1377300109,428.0,52.97,263.0,0.0,22.63
1377300110,428.0,52.94,262.0,0.0,22.62
1377300112,427.0,52.94,262.0,0.0,22.62
1377300115,427.0,52.97,263.0,0.0,22.61
1377300117,429.0,52.97,263.0,0.0,22.61
1377300119,429.0,52.97,263.0,0.0,22.61
1377300120,429.0,52.97,263.0,0.0,22.62
1377300122,439.0,52.97,263.0,0.0,22.62
1377300125,439.0,52.94,264.0,0.0,22.62
1377300127,439.0,52.94,264.0,0.0,22.62
1377300129,439.0,52.94,264.0,0.0,22.62
1377300130,439.0,53.0,264.0,0.0,22.62
1377300132,437.0,53.0,264.0,0.0,22.62
1377300135,437.0,52.97,264.0,0.0,22.62
1377300137,441.0,52.97,264.0,0.0,22.62
1377300139,441.0,52.97,264.0,0.0,22.62
1377300140,441.0,52.97,263.0,0.0,22.61
1377300142,427.0,52.97,263.0,0.0,22.61
1377300145,427.0,52.97,264.0,0.0,22.62
1377300147,431.0,52.97,264.0,0.0,22.62
